Release 10.1.03 - par K.39 (lin)
Copyright (c) 1995-2008 Xilinx, Inc.  All rights reserved.

Tue Jun 24 16:12:02 2014


INFO: The IO information is provided in three file formats as part of the Place and Route (PAR) process.  These formats are:
1. The <design name>_pad.txt file (this file) designed to provide information on IO usage in a human readable ASCII text format viewable through common text editors.
2. The <design namd>_pad.csv file for use with spreadsheet programs such as MS Excel. This file can also be read by PACE to communicate post PAR IO information.
3. The <design name>.pad file designed for parsing by customers.  It uses the "|" as a data field separator.

INPUT FILE:       system_map.ncd
OUTPUT FILE:      system_pad.txt
PART TYPE:        xc2vp50
SPEED GRADE:      -6
PACKAGE:          ff1152

Pinout by Pin Number:

+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|Pin Number|Signal Name        |Pin Usage|Pin Name        |Direction  |IO Standard|IO Bank Number|Drive (mA)|Slew Rate|Termination|IOB Delay|Voltage  |Constraint|DCI Value|IO Register|Signal Integrity|
|M15       |                   |         |VCCO_1          |           |           |1             |          |         |           |         |3.30*****|          |         |           |                |
|M16       |                   |         |VCCO_1          |           |           |1             |          |         |           |         |3.30*****|          |         |           |                |
|M17       |                   |         |VCCO_1          |           |           |1             |          |         |           |         |3.30*****|          |         |           |                |
|M18       |                   |         |VCCO_0          |           |           |0             |          |         |           |         |3.30     |          |         |           |                |
|M19       |                   |         |VCCO_0          |           |           |0             |          |         |           |         |3.30     |          |         |           |                |
|M20       |                   |         |VCCO_0          |           |           |0             |          |         |           |         |3.30     |          |         |           |                |
|M21       |                   |         |VCCO_0          |           |           |0             |          |         |           |         |3.30     |          |         |           |                |
|M22       |                   |         |VCCO_0          |           |           |0             |          |         |           |         |3.30     |          |         |           |                |
|M23       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|M24       |                   |         |VCCO_7          |           |           |7             |          |         |           |         |3.30     |          |         |           |                |
|M25       |Eth1_PHY_Mii_data  |IOB      |IO_L32N_7       |BIDIR      |LVTTL      |7             |12        |SLOW     |NONE**     |NONE     |         |LOCATED   |         |YES        |NONE            |
|M26       |Eth2_PHY_tx_clk    |IOB      |IO_L32P_7       |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|M27       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|M28       |Eth2_PHY_rst_n     |IOB      |IO_L39N_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|M29       |Eth2_PHY_Mii_clk   |IOB      |IO_L39P_7       |TRISTATE   |LVTTL      |7             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|M30       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|M31       |                   |DIFFS    |IO_L43N_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|M32       |                   |DIFFM    |IO_L43P_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|M33       |Eth2_PHY_dv        |IOB      |IO_L40P_7       |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |YES        |NONE            |
|M34       |Eth2_PHY_rx_clk    |IOB      |IO_L46N_7/VREF_7|INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |NO         |NONE            |
|N1        |                   |DIFFM    |IO_L46P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|N2        |                   |DIFFS    |IO_L49N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|N3        |                   |DIFFM    |IO_L48P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|N4        |                   |DIFFS    |IO_L48N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|N5        |                   |DIFFM    |IO_L45P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|N6        |                   |DIFFS    |IO_L45N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|N7        |                   |DIFFM    |IO_L41P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|N8        |                   |DIFFS    |IO_L41N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|N9        |                   |DIFFM    |IO_L38P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|N10       |dnepr_RC_start_pin |IOB      |IO_L38N_2       |OUTPUT     |PCI33_3    |2             |          |NONE*    |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|N11       |                   |         |VCCO_2          |           |           |2             |          |         |           |         |3.30*****|          |         |           |                |
|N12       |                   |         |VCCO_2          |           |           |2             |          |         |           |         |3.30*****|          |         |           |                |
|N13       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|N14       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|N15       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|N16       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|N17       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|N18       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|N19       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|N20       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|N21       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|N22       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|N23       |                   |         |VCCO_7          |           |           |7             |          |         |           |         |3.30     |          |         |           |                |
|N24       |                   |         |VCCO_7          |           |           |7             |          |         |           |         |3.30     |          |         |           |                |
|N25       |Flash_DQ<10>       |IOB      |IO_L38N_7       |BIDIR      |LVTTL      |7             |12        |SLOW     |PULLUP     |NONE     |         |LOCATED   |         |YES        |NONE            |
|N26       |Flash_DQ<2>        |IOB      |IO_L38P_7       |BIDIR      |LVTTL      |7             |12        |SLOW     |PULLUP     |NONE     |         |LOCATED   |         |YES        |NONE            |
|N27       |Flash_DQ<9>        |IOB      |IO_L41N_7       |BIDIR      |LVTTL      |7             |12        |SLOW     |PULLUP     |NONE     |         |LOCATED   |         |YES        |NONE            |
|N28       |Flash_DQ<8>        |IOB      |IO_L41P_7       |BIDIR      |LVTTL      |7             |12        |SLOW     |PULLUP     |NONE     |         |LOCATED   |         |YES        |NONE            |
|N29       |                   |DIFFS    |IO_L45N_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|N30       |Eth2_PHY_tx_en     |IOB      |IO_L45P_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|N31       |                   |DIFFS    |IO_L48N_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|N32       |                   |DIFFM    |IO_L48P_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|N33       |Eth2_PHY_rx_er     |IOB      |IO_L49N_7       |INPUT      |LVTTL      |7             |          |         |           |NONE     |         |LOCATED   |         |YES        |NONE            |
|N34       |Eth2_PHY_tx_er     |IOB      |IO_L46P_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|P1        |                   |DIFFS    |IO_L55N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|P2        |                   |DIFFM    |IO_L49P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|P3        |                   |DIFFM    |IO_L52P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|P4        |                   |DIFFS    |IO_L52N_2/VREF_2|UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|P5        |                   |DIFFM    |IO_L51P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|P6        |                   |DIFFS    |IO_L51N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|P7        |                   |DIFFM    |IO_L47P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|P8        |                   |DIFFS    |IO_L47N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|P9        |                   |DIFFM    |IO_L44P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|P10       |dnepr_RC_stop_pin  |IOB      |IO_L44N_2       |OUTPUT     |PCI33_3    |2             |          |NONE*    |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|P11       |                   |         |VCCO_2          |           |           |2             |          |         |           |         |3.30*****|          |         |           |                |
|P12       |                   |         |VCCO_2          |           |           |2             |          |         |           |         |3.30*****|          |         |           |                |
|P13       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|P14       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|P15       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|P16       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|P17       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|P18       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|P19       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|P20       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|P21       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|P22       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|P23       |                   |         |VCCO_7          |           |           |7             |          |         |           |         |3.30     |          |         |           |                |
|P24       |                   |         |VCCO_7          |           |           |7             |          |         |           |         |3.30     |          |         |           |                |
|P25       |Flash_DQ<1>        |IOB      |IO_L44N_7       |BIDIR      |LVTTL      |7             |12        |SLOW     |PULLUP     |NONE     |         |LOCATED   |         |YES        |NONE            |
|P26       |Flash_A<8>         |IOB      |IO_L44P_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|P27       |Flash_A<15>        |IOB      |IO_L47N_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|P28       |Flash_A<16>        |IOB      |IO_L47P_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|P29       |Flash_A<6>         |IOB      |IO_L51N_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|P30       |Eth2_PHY_tx_data<0>|IOB      |IO_L51P_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|P31       |                   |DIFFS    |IO_L52N_7/VREF_7|UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|P32       |                   |DIFFM    |IO_L52P_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|P33       |                   |DIFFM    |IO_L49P_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|P34       |                   |DIFFS    |IO_L55N_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|R1        |                   |DIFFM    |IO_L55P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|R2        |                   |DIFFS    |IO_L58N_2/VREF_2|UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|R3        |                   |DIFFM    |IO_L57P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|R4        |                   |DIFFS    |IO_L57N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|R5        |                   |         |VCCO_2          |           |           |2             |          |         |           |         |3.30*****|          |         |           |                |
|R6        |                   |DIFFM    |IO_L54P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|R7        |                   |DIFFS    |IO_L54N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|R8        |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|R9        |                   |DIFFM    |IO_L50P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|R10       |dnepr_dTR_stop_pin |IOB      |IO_L50N_2       |OUTPUT     |PCI33_3    |2             |          |NONE*    |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|R11       |                   |         |VCCO_2          |           |           |2             |          |         |           |         |3.30*****|          |         |           |                |
|R12       |                   |         |VCCO_2          |           |           |2             |          |         |           |         |3.30*****|          |         |           |                |
|R13       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|R14       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|R15       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|R16       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|R17       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|R18       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|R19       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|R20       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|R21       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|R22       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|R23       |                   |         |VCCO_7          |           |           |7             |          |         |           |         |3.30     |          |         |           |                |
|R24       |                   |         |VCCO_7          |           |           |7             |          |         |           |         |3.30     |          |         |           |                |
|R25       |Flash_A<7>         |IOB      |IO_L50N_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|R26       |Flash_A<17>        |IOB      |IO_L50P_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|R27       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|R28       |Flash_DQ<14>       |IOB      |IO_L54N_7       |BIDIR      |LVTTL      |7             |12        |SLOW     |PULLUP     |NONE     |         |LOCATED   |         |YES        |NONE            |
|R29       |Flash_DQ<0>        |IOB      |IO_L54P_7       |BIDIR      |LVTTL      |7             |12        |SLOW     |PULLUP     |NONE     |         |LOCATED   |         |YES        |NONE            |
|R30       |                   |         |VCCO_7          |           |           |7             |          |         |           |         |3.30     |          |         |           |                |
|R31       |                   |DIFFS    |IO_L57N_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|R32       |                   |DIFFM    |IO_L57P_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|R33       |                   |DIFFS    |IO_L58N_7/VREF_7|UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|R34       |                   |DIFFM    |IO_L55P_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|T1        |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|T2        |                   |DIFFM    |IO_L58P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|T3        |                   |DIFFM    |IO_L85P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|T4        |                   |DIFFS    |IO_L85N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|T5        |                   |DIFFM    |IO_L60P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|T6        |                   |DIFFS    |IO_L60N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|T7        |                   |DIFFM    |IO_L59P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|T8        |                   |DIFFS    |IO_L59N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|T9        |                   |DIFFM    |IO_L56P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|T10       |dnepr_dRC_stop_pin |IOB      |IO_L56N_2       |OUTPUT     |PCI33_3    |2             |          |NONE*    |NONE**     |         |         |LOCATED   |         |NO         |NONE            |
|T11       |dnepr_dTR_start_pin|IOB      |IO_L53N_2       |OUTPUT     |PCI33_3    |2             |          |NONE*    |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|T12       |                   |         |VCCO_2          |           |           |2             |          |         |           |         |3.30*****|          |         |           |                |
|T13       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|T14       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|T15       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|T16       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|T17       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|T18       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|T19       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|T20       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|T21       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|T22       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|T23       |                   |         |VCCO_7          |           |           |7             |          |         |           |         |3.30     |          |         |           |                |
|T24       |Flash_A<18>        |IOB      |IO_L53N_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|T25       |Flash_A<20>        |IOB      |IO_L56N_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|T26       |Flash_A<12>        |IOB      |IO_L56P_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|T27       |Flash_A<22>        |IOB      |IO_L59N_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|T28       |Flash_A<21>        |IOB      |IO_L59P_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|T29       |Flash_DQ<7>        |IOB      |IO_L60N_7       |BIDIR      |LVTTL      |7             |12        |SLOW     |PULLUP     |NONE     |         |LOCATED   |         |YES        |NONE            |
|T30       |Flash_A<14>        |IOB      |IO_L60P_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|T31       |                   |DIFFS    |IO_L85N_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|T32       |Flash_DQ<11>       |IOB      |IO_L85P_7       |BIDIR      |LVTTL      |7             |12        |SLOW     |PULLUP     |NONE     |         |LOCATED   |         |YES        |NONE            |
|T33       |Flash_DQ<6>        |IOB      |IO_L58P_7       |BIDIR      |LVTTL      |7             |12        |SLOW     |PULLUP     |NONE     |         |LOCATED   |         |YES        |NONE            |
|T34       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|U1        |                   |         |VCCAUX          |           |           |              |          |         |           |         |2.5      |          |         |           |                |
|U2        |                   |DIFFS    |IO_L88N_2/VREF_2|UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|U3        |                   |DIFFM    |IO_L90P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|U4        |                   |DIFFS    |IO_L90N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|U5        |                   |DIFFM    |IO_L87P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|U6        |                   |DIFFS    |IO_L87N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|U7        |                   |DIFFM    |IO_L89P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|U8        |                   |DIFFS    |IO_L89N_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|U9        |                   |DIFFM    |IO_L86P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|U10       |delay_out          |IOB      |IO_L86N_2       |OUTPUT     |PCI33_3    |2             |          |NONE*    |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|U11       |dnepr_dRC_start_pin|IOB      |IO_L53P_2       |OUTPUT     |PCI33_3    |2             |          |NONE*    |NONE**     |         |         |LOCATED   |         |YES        |NONE            |
|U12       |                   |         |VCCO_2          |           |           |2             |          |         |           |         |3.30*****|          |         |           |                |
|U13       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|U14       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|U15       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|U16       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|U17       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|U18       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|U19       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|U20       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|U21       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|U22       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|U23       |                   |         |VCCO_7          |           |           |7             |          |         |           |         |3.30     |          |         |           |                |
|U24       |Flash_A<19>        |IOB      |IO_L53P_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|U25       |Flash_A<9>         |IOB      |IO_L86N_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|U26       |Flash_A<23>        |IOB      |IO_L86P_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|U27       |Flash_A<13>        |IOB      |IO_L89N_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|U28       |Flash_A<10>        |IOB      |IO_L89P_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|U29       |Flash_A<11>        |IOB      |IO_L87N_7       |OUTPUT     |LVTTL      |7             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|U30       |Flash_DQ<15>       |IOB      |IO_L87P_7       |BIDIR      |LVTTL      |7             |12        |SLOW     |PULLUP     |NONE     |         |LOCATED   |         |YES        |NONE            |
|U31       |                   |DIFFS    |IO_L90N_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|U32       |                   |DIFFM    |IO_L90P_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
|U33       |Flash_DQ<3>        |IOB      |IO_L88N_7/VREF_7|BIDIR      |LVTTL      |7             |12        |SLOW     |PULLUP     |NONE     |         |LOCATED   |         |YES        |NONE            |
|U34       |                   |         |VCCAUX          |           |           |              |          |         |           |         |2.5      |          |         |           |                |
|V1        |                   |         |VCCAUX          |           |           |              |          |         |           |         |2.5      |          |         |           |                |
|V2        |                   |DIFFM    |IO_L88P_2       |UNUSED     |           |2             |          |         |           |         |         |          |         |           |                |
|V3        |                   |DIFFS    |IO_L90N_3       |UNUSED     |           |3             |          |         |           |         |         |          |         |           |                |
|V4        |                   |DIFFM    |IO_L90P_3       |UNUSED     |           |3             |          |         |           |         |         |          |         |           |                |
|V5        |                   |DIFFS    |IO_L88N_3       |UNUSED     |           |3             |          |         |           |         |         |          |         |           |                |
|V6        |                   |DIFFM    |IO_L88P_3       |UNUSED     |           |3             |          |         |           |         |         |          |         |           |                |
|V7        |                   |DIFFS    |IO_L89N_3       |UNUSED     |           |3             |          |         |           |         |         |          |         |           |                |
|V8        |                   |DIFFM    |IO_L89P_3       |UNUSED     |           |3             |          |         |           |         |         |          |         |           |                |
|V9        |                   |DIFFS    |IO_L86N_3       |UNUSED     |           |3             |          |         |           |         |         |          |         |           |                |
|V10       |                   |DIFFM    |IO_L86P_3       |UNUSED     |           |3             |          |         |           |         |         |          |         |           |                |
|V11       |                   |DIFFS    |IO_L59N_3       |UNUSED     |           |3             |          |         |           |         |         |          |         |           |                |
|V12       |                   |         |VCCO_3          |           |           |3             |          |         |           |         |2.50     |          |         |           |                |
|V13       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|V14       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|V15       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|V16       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|V17       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|V18       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|V19       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|V20       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|V21       |                   |         |GND             |           |           |              |          |         |           |         |         |          |         |           |                |
|V22       |                   |         |VCCINT          |           |           |              |          |         |           |         |1.5      |          |         |           |                |
|V23       |                   |         |VCCO_6          |           |           |6             |          |         |           |         |3.30     |          |         |           |                |
|V24       |Flash_WEN          |IOB      |IO_L59N_6       |OUTPUT     |LVTTL      |6             |12        |SLOW     |PULLDOWN   |         |         |LOCATED   |         |NO         |NONE            |
|V25       |Flash_Rst          |IOB      |IO_L86P_6       |OUTPUT     |LVTTL      |6             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |NO         |NONE            |
|V26       |                   |DIFFS    |IO_L86N_6       |UNUSED     |           |6             |          |         |           |         |         |          |         |           |                |
|V27       |                   |DIFFM    |IO_L89P_6       |UNUSED     |           |6             |          |         |           |         |         |          |         |           |                |
|V28       |                   |DIFFS    |IO_L89N_6       |UNUSED     |           |6             |          |         |           |         |         |          |         |           |                |
|V29       |Flash_A<24>        |IOB      |IO_L88P_6       |OUTPUT     |LVTTL      |6             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|V30       |Flash_A<25>        |IOB      |IO_L88N_6       |OUTPUT     |LVTTL      |6             |12        |SLOW     |PULLUP     |         |         |LOCATED   |         |YES        |NONE            |
|V31       |                   |DIFFM    |IO_L90P_6       |UNUSED     |           |6             |          |         |           |         |         |          |         |           |                |
|V32       |                   |DIFFS    |IO_L90N_6       |UNUSED     |           |6             |          |         |           |         |         |          |         |           |                |
|V33       |                   |DIFFM    |IO_L88P_7       |UNUSED     |           |7             |          |         |           |         |         |          |         |           |                |
